row,col,val,type
183,12107,0.1922988046847999,1
184,8950,1.0,1
184,12107,0.1922988046847999,1
185,8950,1.0,1
185,12107,0.15976418184,1
186,8950,1.0,1
186,12107,0.15976418184,1
187,8950,1.0,1
188,8950,1.0,1
188,12107,0.1369198821696,1
189,8950,1.0,1
190,8950,1.0,1
190,12107,0.192247679,1
191,8950,1.0,1
191,12107,0.15976418184,1
192,8950,1.0,1
192,12107,0.15976418184,1
193,8950,1.0,1
193,12107,0.193232244,1
194,8950,1.0,1
194,12107,0.15976418184,1
195,8950,1.0,1
195,12107,0.193232244,1
196,8950,1.0,1
196,12107,0.1922728425408,1
197,8950,1.0,1
197,12107,0.1922728425408,1
198,8950,1.0,1
198,12107,0.1922728425408,1
199,8950,1.0,1
199,12107,0.15976418184,1
200,8950,1.0,1
200,12107,0.15976418184,1
201,8950,1.0,1
201,12107,0.15976418184,1
202,8950,1.0,1
202,12107,0.15976418184,1
203,8950,1.0,1
203,12107,0.15976418184,1
204,8950,1.0,1
204,12107,0.15976418184,1
205,8950,1.0,1
205,12107,0.1437143248992,1
206,8950,1.0,1
206,12107,0.1437143248992,1
207,8950,1.0,1
207,12107,0.1437143248992,1
208,8950,1.0,1
208,12107,0.1372423947168,1
209,8950,1.0,1
209,12107,0.1922728425408,1
210,8950,1.0,1
210,12107,0.1372423947168,1
211,8950,1.0,1
211,12107,0.1369198821696,1
212,8950,1.0,1
212,12107,0.1369198821696,1
213,8950,1.0,1
213,12107,0.1922728425408,1
214,8950,1.0,1
215,8950,1.0,1
215,12107,0.1372423947168,1
216,8950,1.0,1
216,12107,0.1372423947168,1
217,8950,1.0,1
217,12107,0.1372423947168,1
218,8950,1.0,1
218,12107,0.1372423947168,1
219,8950,1.0,1
219,12107,0.1945686949055999,1
220,8950,1.0,1
220,12107,0.1372423947168,1
221,8950,1.0,1
221,12107,0.1372423947168,1
222,8950,1.0,1
222,12107,0.192247679,1
223,11096,0.0244439999999999,1
224,9499,1.0,1
224,13533,0.06093,1
225,6713,0.0148887576576,1
225,9148,0.0271290135552,1
225,9499,0.445518,1
225,11455,0.0425336,1
225,14047,0.0595768,1
226,6713,0.0145099330559999,1
226,9148,0.0274257819023999,1
226,9499,0.4434059999999999,1
226,11455,0.0439368,1
226,14047,0.0580744,1
227,6713,0.0145099330559999,1
227,9148,0.0274257819023999,1
227,9499,0.441192,1
227,11455,0.0439368,1
227,14047,0.0580744,1
228,6713,0.015142975,1
228,9148,0.0283796481888,1
228,9499,0.4402979999999999,1
228,11455,0.0457088,1
228,14047,0.0605448,1
229,6713,0.0144413743104,1
229,9148,0.027322383,1
229,9499,0.43137,1
229,11455,0.0437456,1
229,14047,0.0578072,1
230,6713,0.0154362267647999,1
230,9148,0.02852404,1
230,9499,0.42882,1
230,11455,0.027293108,1
230,14047,0.062596,1
230,15416,0.0090010183824,1
231,6713,0.015664673,1
231,9148,0.024296515,1
231,9499,0.415842,1
231,11455,0.0424648,1
231,14047,0.0624352,1
232,6713,0.016295213,1
232,9148,0.022481271,1
232,9499,0.3831299999999999,1
232,11455,0.0471384,1
232,14047,0.0637584,1
233,6713,0.0345786292224,1
233,9148,0.071438405,1
233,9499,0.338202,1
233,11455,0.0801534217343999,1
233,14047,0.1195248,1
233,15416,0.010816457,1
234,6713,0.0249466258944,1
234,9148,0.053568753,1
234,9499,0.23391,1
234,11455,0.0676447719935999,1
234,14047,0.0969472,1
234,15416,0.0102368805264,1
235,9499,0.2312279999999999,1
236,6713,0.0167486012928,1
236,9148,0.038128489134,1
236,9499,0.2310179999999999,1
236,11455,0.0283150254816,1
236,14047,0.063188,1
237,9148,0.1128301440959999,1
238,6713,0.0245845656575999,1
238,9148,0.31423,1
238,9499,0.038925878,1
238,11455,0.0535579531775999,1
238,14047,0.0999512,1
239,6713,0.0324150253056,1
239,9148,0.359305,1
239,9499,0.0156387560448,1
239,11455,0.1616672,1
239,14047,0.1062408,1
240,9148,0.388945,1
241,6713,0.041730757632,1
241,9148,0.3945,1
241,9499,0.0604621301904,1
241,11455,0.1745736,1
241,14047,0.133424,1
241,15416,0.010415157,1
242,6713,0.0438015320063999,1
242,9148,0.3957175,1
242,9499,0.0610552012176,1
242,11455,0.1942936,1
242,14047,0.1400448,1
242,15416,0.0106559372304,1
243,6713,0.0869297370624,1
243,9148,1.0,1
243,11455,0.63326,1
243,14047,0.2796136,1
244,6713,0.113933876,1
244,9148,0.594534,1
244,9499,0.023605147,1
244,11455,0.760252,1
244,14047,0.3760576,1
245,6713,0.1192641933312,1
245,9148,0.5199480000000001,1
245,9499,0.0245851209072,1
245,11455,1.0,1
245,14047,0.391732,1
246,6713,0.1234442750976,1
246,9148,0.498232,1
246,9499,0.026425751472,1
246,11455,1.0,1
246,14047,0.4118632,1
247,6713,0.1234442750976,1
247,9148,0.498232,1
247,9499,0.026425751472,1
247,11455,1.0,1
247,14047,0.4118632,1
248,6713,0.1387841693183999,1
248,9148,0.4560272000000001,1
248,9499,0.0264062710368,1
248,11455,1.0,1
248,14047,0.4566168,1
249,9148,0.228654,1
249,11455,1.0,1
249,14047,0.102822,1
250,6713,0.1118213157888,1
250,9148,0.63326,1
250,11455,1.0,1
250,14047,0.359656,1
251,6713,0.141228514,1
251,9148,0.456604,1
251,9499,0.0269749915199999,1
251,11455,1.0,1
251,14047,0.4646824,1
252,6713,0.1420246960128,1
252,9148,0.4439464,1
252,9499,0.027100803,1
252,11455,0.7834336000000001,1
252,14047,0.533562,1
253,6713,0.1619635309056,1
253,9148,0.1927664,1
253,9323,0.1020456,1
253,9324,0.0426632,1
253,9499,0.0525887876303999,1
253,11455,0.5154719999999999,1
253,11679,0.0506423740032,1
253,12469,0.0013610414064,1
253,14047,0.584658,1
253,14490,0.0497619245663999,1
253,15416,0.0124894878768,1
254,6713,0.2271669014015999,1
254,9148,0.2737176,1
254,9323,0.0659432,1
254,9499,0.0368526544128,1
254,11455,0.4951979999999999,1
254,11679,0.0327257637504,1
254,14047,1.0,1
254,14490,0.0321568058208,1
254,15416,0.009137567,1
255,6713,0.2239891785216,1
255,9148,0.2634992,1
255,9323,0.0673072,1
255,9499,0.0361581227856,1
255,11455,0.48267,1
255,11679,0.0334026787583999,1
255,14047,1.0,1
255,14490,0.0328219522368,1
255,15416,0.0091780520832,1
256,6713,0.078786,1
256,11455,0.477354,1
256,14047,1.0,1
257,6713,0.2480315295744,1
257,9148,0.278772,1
257,9323,0.0575544,1
257,9499,0.0370366363008,1
257,11455,0.4571216,1
257,11679,0.0285626371967999,1
257,14047,1.0,1
257,14490,0.0280660578335999,1
258,6713,0.2189148304896,1
258,9148,0.2576152,1
258,9323,0.0690552,1
258,9324,0.04044,1
258,9499,0.0404235264096,1
258,11455,0.43602,1
258,11679,0.0342701622144,1
258,12469,0.00129011688,1
258,14047,1.0,1
258,14490,0.0336743539488,1
258,15416,0.009871804,1
259,6713,0.2189148304896,1
259,9148,0.2576152,1
259,9323,0.0690544,1
259,9324,0.04044,1
259,9499,0.0404235264096,1
259,11455,0.434652,1
259,11679,0.0342697651968,1
259,12469,0.00129011688,1
259,14047,1.0,1
259,14490,0.0336739638336,1
259,15416,0.009871804,1
260,6713,0.2480315295744,1
260,9148,0.278772,1
260,9323,0.0575544,1
260,9499,0.0370366363008,1
260,11455,0.4571216,1
260,11679,0.0285626371967999,1
260,14047,1.0,1
260,14490,0.0280660578335999,1
261,6713,0.2189148304896,1
261,9148,0.2576152,1
261,9323,0.0690544,1
261,9324,0.04044,1
261,9499,0.0404235264096,1
261,11455,0.428874,1
261,11679,0.0342697651968,1
261,12469,0.00129011688,1
261,14047,1.0,1
261,14490,0.0336739638336,1
261,15416,0.009871804,1
262,6713,0.2487579019776,1
262,9148,0.2796136,1
262,9323,0.0569448,1
262,9499,0.0371989732608,1
262,11455,0.4542656,1
262,11679,0.0282601097855999,1
262,14047,1.0,1
262,14490,0.0277687900512,1
263,6713,0.2494890284544,1
263,9148,0.277104,1
263,9323,0.0568776,1
263,9499,0.0372281939136,1
263,11455,0.4543952,1
263,11679,0.0282267603071999,1
263,14047,1.0,1
263,14490,0.0277360203743999,1
264,6713,0.25821,1
264,9148,0.278772,1
264,9323,0.054736,1
264,9499,0.0370366363008,1
264,11455,0.4528992,1
264,11679,0.0271639441919999,1
264,14047,1.0,1
264,14490,0.026691682,1
265,6713,0.291996,1
265,9148,0.2779368,1
265,9323,0.0562712,1
265,9499,0.0373905308736,1
265,11455,0.451544,1
265,11679,0.0279258209663999,1
265,14047,1.0,1
265,14490,0.0274403130527999,1
266,6713,0.303792,1
266,9148,0.2779368,1
266,9323,0.0562712,1
266,9499,0.0373905308736,1
266,11455,0.451544,1
266,11679,0.0279258209663999,1
266,14047,1.0,1
266,14490,0.0274403130527999,1
267,6713,0.312768,1
267,9148,0.2779368,1
267,9323,0.0562712,1
267,9499,0.0373905308736,1
267,11455,0.451544,1
267,11679,0.0279258209663999,1
267,14047,1.0,1
267,14490,0.0274403130527999,1
268,9739,0.54636,1
269,9739,0.539544,1
270,9739,0.536328,1
271,9739,0.5263680000000001,1
272,9739,0.5238119999999999,1
273,9739,0.5060939999999999,1
274,9739,0.502716,1
275,8153,1.0,1
276,8389,0.0497056,1
276,8506,0.4603199999999999,1
276,12055,1.0,1
276,12101,0.0464367775871999,1
277,8389,0.0467632,1
277,8506,0.400812,1
277,12055,0.7526464,1
277,12101,0.0616979999999999,1
278,7117,1.0,1
279,7117,1.0,1
280,7117,1.0,1
282,7855,0.667112,1
282,9797,0.3013089190319999,1
282,10191,0.6269608,1
282,14782,0.6094824000000001,1
282,15233,0.6094824000000001,1
283,7855,0.7845984,1
283,9797,0.3082795248959999,1
283,10191,0.70958,1
283,14782,0.5426328,1
283,15233,0.5426328,1
284,7855,0.676688,1
284,9797,0.3005588215296,1
284,10191,0.4177936,1
284,14782,0.212086165,1
284,15233,0.30959693184,1
285,7855,0.677224,1
285,9797,0.263702773,1
285,10191,0.6071200000000001,1
285,14782,0.6016312,1
285,15233,0.6016312,1
286,7855,0.677224,1
286,9797,0.263702773,1
286,10191,0.6071200000000001,1
286,14782,0.6016312,1
286,15233,0.6016312,1
287,7855,0.6829408,1
287,9797,0.2672709803999999,1
287,10191,0.615016,1
287,14782,0.5939008,1
287,15233,0.5939008,1
288,7855,0.7987160000000001,1
288,9797,0.2582436863904,1
288,10191,0.5395976,1
288,14782,0.536672,1
288,15233,0.536672,1
289,7855,0.7897584000000001,1
289,9797,0.1524734504256,1
289,10191,0.7282392,1
289,14782,0.7239840000000001,1
289,15233,0.7239840000000001,1
290,7855,0.7999992,1
290,9797,0.314136685,1
290,10191,0.7243792,1
290,14782,0.5538248,1
290,15233,0.5538248,1
291,7855,0.7936256,1
291,9797,0.31288653,1
291,10191,0.721704,1
291,14782,0.5514448,1
291,15233,0.5514448,1
292,7855,0.8,1
292,9797,0.0793689962496,1
292,10191,0.7363768,1
292,14782,0.7321656000000001,1
292,15233,0.7321656000000001,1
293,7855,0.7897584000000001,1
293,9797,0.1524734504256,1
293,10191,0.7282392,1
293,14782,0.7239840000000001,1
293,15233,0.7239840000000001,1
294,7855,0.7980832000000001,1
294,9797,0.2589073156944,1
294,10191,0.540908,1
294,14782,0.5379744,1
294,15233,0.5379744,1
295,7855,0.7968016000000001,1
295,9797,0.2568951206208,1
295,10191,0.5382952000000001,1
295,14782,0.5353856,1
295,15233,0.5353856,1
296,7855,0.7993616000000001,1
296,9797,0.2582978420928,1
296,10191,0.5397528,1
296,14782,0.536832,1
296,15233,0.536832,1
297,7855,1.0,1
297,9797,0.1051896576096,1
297,10191,0.734028,1
297,14782,0.732732,1
297,15233,0.732732,1
298,7855,1.0,1
298,9797,0.1051896576096,1
298,10191,0.734028,1
298,14782,0.732732,1
298,15233,0.732732,1
299,7855,1.0,1
299,9797,0.3592214873279999,1
299,10191,0.7475712,1
299,14782,0.6595608000000001,1
299,15233,0.6595608000000001,1
300,7855,1.0,1
300,9797,0.1051896576096,1
300,10191,0.734028,1
300,14782,0.732732,1
300,15233,0.732732,1
301,7855,1.0,1
301,9797,0.0792623463936,1
301,10191,0.734028,1
301,14782,0.732732,1
