row,col,val,type
27,5931,0.033054,4
27,5994,0.003633,4
27,6593,0.041713,4
27,6617,0.014097,4
27,6629,0.00323,4
27,6643,0.062535,4
27,6694,0.111044,4
28,29,0.110965,4
28,30,0.110767,4
28,31,0.112972,4
28,32,0.159208,4
28,33,0.159054,4
28,1014,0.003279,4
28,1154,0.002673,4
28,1763,0.008468,4
28,2251,0.004229,4
28,2490,0.001267,4
28,2795,0.003999,4
28,2902,0.003553,4
28,4783,0.00357,4
28,4955,0.001355,4
28,5169,0.005902,4
28,5386,0.005036,4
28,5824,0.003689,4
28,6253,0.001917,4
28,6593,0.001774,4
28,6617,0.005875,4
29,30,0.998417,4
29,31,0.985819,4
29,32,0.019024,4
29,33,0.018365,4
29,588,0.004165,4
29,589,0.003859,4
29,590,0.004051,4
29,591,0.003191,4
29,592,0.003001,4
29,1014,0.056619,4
29,1154,0.010033,4
29,1653,0.001912,4
29,1763,0.025208,4
29,2182,0.021497,4
29,2251,0.002461,4
29,2490,0.002409,4
29,2795,0.039487,4
29,2902,0.019952,4
29,3515,0.035477,4
29,3774,0.040865,4
29,3826,0.007186,4
29,4783,0.024016,4
29,4955,0.031108,4
29,5084,0.002324,4
29,5169,0.010906,4
29,5386,0.026023,4
29,5488,0.015956,4
29,5509,0.060708,4
29,5547,0.017181,4
29,5931,0.033178,4
29,5994,0.003574,4
29,6593,0.041507,4
29,6617,0.013994,4
29,6629,0.003257,4
29,6643,0.06236,4
29,6694,0.110435,4
30,31,0.987384,4
30,32,0.01899,4
30,33,0.018331,4
30,588,0.004177,4
30,589,0.003869,4
30,590,0.004061,4
30,591,0.003199,4
30,592,0.003009,4
30,1014,0.05688,4
30,1154,0.010019,4
30,1653,0.001869,4
30,1763,0.025327,4
30,2182,0.022164,4
30,2251,0.002365,4
30,2490,0.002425,4
30,2795,0.039741,4
30,2902,0.019918,4
30,3515,0.03527,4
30,3774,0.041654,4
30,3826,0.007378,4
30,4783,0.024218,4
30,4955,0.031233,4
30,5084,0.00233,4
30,5169,0.011226,4
30,5386,0.026241,4
30,5488,0.015805,4
30,5509,0.061445,4
30,5547,0.017129,4
30,5931,0.033927,4
30,5994,0.003633,4
30,6593,0.041713,4
30,6617,0.014097,4
30,6629,0.00323,4
30,6643,0.063104,4
30,6694,0.111044,4
31,32,0.018923,4
31,33,0.018263,4
31,588,0.004199,4
31,589,0.003887,4
31,590,0.00408,4
31,591,0.003215,4
31,592,0.003023,4
31,1014,0.056859,4
31,1154,0.009547,4
31,1653,0.002332,4
31,1763,0.025564,4
31,2182,0.023529,4
31,2251,0.002314,4
31,2490,0.002044,4
31,2795,0.039816,4
31,2902,0.01923,4
31,3515,0.034419,4
31,3774,0.042304,4
31,3826,0.007221,4
31,4783,0.023525,4
31,4955,0.031484,4
31,5084,0.002344,4
31,5169,0.010893,4
31,5386,0.026681,4
31,5488,0.015506,4
31,5509,0.062929,4
31,5547,0.017611,4
31,5931,0.033676,4
31,5994,0.003752,4
31,6593,0.040598,4
31,6617,0.013968,4
31,6629,0.00352,4
31,6643,0.064604,4
31,6694,0.112963,4
32,33,0.899289,4
32,1014,0.002781,4
32,1154,0.001335,4
32,1715,0.01346,4
32,1763,0.015483,4
32,1806,0.027212,4
32,2011,0.015751,4
32,2067,0.01098,4
32,2490,0.001036,4
32,2795,0.006158,4
32,2902,0.001573,4
32,4088,0.013229,4
32,4495,0.016529,4
32,5169,0.001028,4
32,5386,0.002676,4
32,5924,0.008572,4
32,5994,0.001501,4
32,6617,0.00329,4
33,1014,0.003093,4
33,1154,0.00171,4
33,1715,0.011974,4
33,1763,0.012804,4
33,1806,0.024432,4
33,2011,0.014036,4
33,2490,0.001199,4
33,2795,0.006186,4
33,2902,0.00199,4
33,4088,0.011839,4
33,4495,0.014664,4
33,5169,0.001047,4
33,5386,0.00448,4
33,5994,0.001525,4
33,6617,0.003244,4
34,35,0.413102,4
34,36,0.614217,4
34,37,0.007208,4
34,38,0.007617,4
34,606,0.001695,4
34,4116,0.001374,4
35,36,0.424148,4
35,37,0.007081,4
35,38,0.007536,4
35,1200,0.001344,4
35,2617,0.001124,4
35,4116,0.001644,4
35,6363,0.002035,4
36,37,0.006982,4
36,38,0.007382,4
36,4116,0.00221,4
37,38,0.940906,4
37,39,0.0014,4
37,40,0.001361,4
37,41,0.001426,4
37,605,0.308563,4
37,2276,0.001012,4
37,2617,0.002254,4
37,3656,0.002637,4
37,3720,0.007204,4
37,3831,0.001632,4
37,4116,0.012612,4
37,4602,0.001623,4
37,6254,0.004278,4
38,39,0.001324,4
38,40,0.001287,4
38,41,0.001349,4
38,605,0.304726,4
38,2276,0.001751,4
38,2617,0.002363,4
38,3656,0.002794,4
38,3720,0.007631,4
38,3831,0.001731,4
38,4116,0.012879,4
38,6254,0.004041,4
39,40,0.984213,4
39,41,0.979167,4
39,605,0.004959,4
39,606,0.001232,4
39,607,0.001731,4
39,1200,0.003774,4
39,1607,0.01465,4
39,2276,0.021998,4
39,2617,0.005958,4
39,4116,0.060936,4
39,4602,0.002958,4
39,6254,0.004427,4
40,41,0.963559,4
40,605,0.003889,4
40,606,0.001206,4
40,607,0.001695,4
40,1200,0.003933,4
40,1607,0.015777,4
40,2276,0.022759,4
40,2617,0.006511,4
40,4116,0.060127,4
40,4602,0.002898,4
40,6254,0.004728,4
41,605,0.004794,4
41,606,0.001248,4
41,607,0.001754,4
41,1200,0.003199,4
41,1607,0.016104,4
41,2276,0.021883,4
41,2617,0.006165,4
41,4116,0.060852,4
41,4602,0.002998,4
41,6254,0.004233,4
42,43,0.406437,4
42,44,0.495313,4
42,1010,0.002091,4
42,1037,0.002203,4
42,5045,0.009062,4
43,44,0.510483,4
43,1010,0.002996,4
43,5045,0.003145,4
44,1010,0.001585,4
44,1802,0.002226,4
44,2305,0.001922,4
44,3870,0.001924,4
44,5045,0.001484,4
45,667,0.544976,4
45,1139,0.030075,4
45,1969,0.018318,4
45,4107,0.002871,4
45,5669,0.012744,4
45,6083,0.001987,4
46,1268,0.032831,4
46,3179,0.002848,4
46,4702,0.004447,4
46,5629,0.006366,4
46,5717,0.061832,4
46,5968,0.010527,4
47,1996,0.001661,4
47,4147,0.008393,4
47,4827,0.004777,4
48,49,0.567827,4
48,50,0.532122,4
48,2653,0.004936,4
48,4827,0.006982,4
49,50,0.833737,4
49,2396,0.00339,4
49,2653,0.003758,4
49,3929,0.002859,4
49,4238,0.002029,4
49,4827,0.005909,4
50,2396,0.00339,4
50,2653,0.003178,4
50,3929,0.002859,4
50,4238,0.002029,4
50,4827,0.005229,4
51,684,0.006626,4
51,685,0.008192,4
51,686,0.011791,4
51,1787,0.001294,4
51,2340,0.001711,4
51,2560,0.001762,4
51,2584,0.003148,4
51,2761,0.00329,4
51,3459,0.001238,4
51,3533,0.006161,4
51,4260,0.015576,4
51,4464,0.017998,4
51,4862,0.001058,4
51,5066,0.005313,4
51,5238,0.001068,4
51,5278,0.001446,4
51,5699,0.003366,4
51,6015,0.019585,4
51,6107,0.027439,4
51,6130,0.001615,4
51,6324,0.056262,4
52,53,0.067975,4
52,1059,0.001456,4
52,1269,0.006007,4
52,2108,0.001349,4
52,2172,0.021582,4
52,2272,0.005049,4
52,2391,0.008941,4
52,2556,0.001781,4
52,2920,0.005141,4
52,2988,0.026667,4
52,3122,0.006969,4
52,3205,0.00306,4
52,3680,0.006183,4
52,3974,0.028665,4
52,4818,0.047087,4
52,4934,0.00207,4
52,4985,0.0242,4
52,5225,0.002619,4
52,5871,0.026704,4
52,6183,0.003149,4
53,1269,0.004379,4
53,2172,0.007827,4
53,2272,0.003549,4
53,2391,0.002922,4
53,2920,0.005977,4
53,2988,0.011737,4
53,3122,0.003468,4
53,3205,0.005464,4
53,3680,0.004488,4
53,4818,0.025751,4
53,4934,0.001613,4
53,4985,0.01801,4
